Categorías,DATA PARA WEB
Antropónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#guayna conyas / guayna conyas chongo">Guayna Conyas / Guayna Conyas Chongo [Andrés de Vega]</a></p>
Antropónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#iguaparro">Iguaparro [Pedro Sancho]</a></p>
Antropónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#inca/inga/incas">Inca/Inga/Incas [Andrés de Vega]</a></p>
Antropónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#incorabaliba/incurabaliba">Incorabaliba/Incurabaliba [Pedro Sancho]</a></p>
Antropónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ingas/ynga/yngas">ingas/ynga/yngas [Cristóbal de Albornoz]</a></p>
Antropónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#lima illa">Lima Illa [Andrés de Vega]</a></p>
Antropónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#maila">Maila [Pedro Sancho]</a></p>
Antropónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#mango ynga">Mango Ynga [Cristóbal de Albornoz]</a></p>
Antropónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#mitimaes">mitimaes [Andrés de Vega]</a></p>
Antropónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#mortay">Mortay [Pedro Sancho]</a></p>
Antropónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#narabaliba">Narabaliba [Pedro Sancho]</a></p>
Antropónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#nina amaro">Nina Amaro [Cristóbal de Albornoz]</a></p>
Antropónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#patan cochache">Patan Cochache [Andrés de Vega]</a></p>
Antropónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#patan llocllachin">Patan Llocllachin [Andrés de Vega]</a></p>
Antropónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#picho">Picho [Andrés de Vega]</a></p>
Antropónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista20/#quizquiz">Quizquiz [Cristóbal de Mena]</a></p>
Antropónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#quizquiz">Quizquiz [Pedro Sancho]</a></p>
Antropónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#suyto cancha">Suyto Cancha [Andrés de Vega]</a></p>
Antropónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#tacuri">Tacuri [Andrés de Vega]</a></p>
Antropónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#tito cuxi yupanqui ">Tito Cuxi Yupanqui  [Cristóbal de Albornoz]</a></p>
Antropónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#tizas">Tizas [Pedro Sancho]</a></p>
Antropónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#topa amaro/tupa amaro">Topa Amaro/Tupa Amaro [Cristóbal de Albornoz]</a></p>
Antropónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#topa ynga yupangui/tupa ynga yupangui">Topa Ynga Yupangui/Tupa Ynga Yupangui [Cristóbal de Albornoz]</a></p>
Antropónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uiracocha ynga">Uiracocha Ynga [Cristóbal de Albornoz]</a></p>
Antropónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#yaloparin">Yaloparin [Andrés de Vega]</a></p>
Antropónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#yanaconas">yanaconas [Andrés de Vega]</a></p>
Antropónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#yarinzuica">Yarinzuica [Andrés de Vega]</a></p>
Arma,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#ayllos">ayllos [Andrés de Vega]</a></p>
Arma,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chambi">chambi [Cristóbal de Albornoz]</a></p>
Arma,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yllos [sic: ayllos]">yllos [sic: ayllos] [Cristóbal de Albornoz]</a></p>
Astronomía,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cundri">Cundri [Cristóbal de Albornoz]</a></p>
Comida y bebida,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#aguacates">aguacates [Andrés de Vega]</a></p>
Comida y bebida,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#ají">ají [Andrés de Vega]</a></p>
Comida y Bebida,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#çanco">çanco [Cristóbal de Albornoz]</a></p>
Comida y bebida,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#cecina">cecina [Andrés de Vega]</a></p>
Comida y bebida,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista20/#chicha">chicha [Cristóbal de Mena]</a></p>
Comida y bebida,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#chicha">chicha [Pedro Sancho]</a></p>
Comida y bebida,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#chochos">chochos [Andrés de Vega]</a></p>
Comida y bebida,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#coca">Coca [Andrés de Vega]</a></p>
Comida y bebida,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#guabas">guabas [Andrés de Vega]</a></p>
Comida y bebida,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#guayabas">guayabas [Andrés de Vega]</a></p>
Comida y bebida,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#maiz">maiz [Pedro Sancho]</a></p>
Comida y bebida,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#maiz">Maiz [Andrés de Vega]</a></p>
Comida y Bebida,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#maiz">maiz [Cristóbal de Albornoz]</a></p>
Comida y bebida,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista20/#maíz">maíz [Cristóbal de Mena]</a></p>
Comida y Bebida,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#mamaçara">mamaçara [Cristóbal de Albornoz]</a></p>
Comida y Bebida,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#mamapapa">mamapapa [Cristóbal de Albornoz]</a></p>
Comida y bebida,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#mani">mani [Andrés de Vega]</a></p>
Comida y bebida,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#maxuas">maxuas [Andrés de Vega]</a></p>
Comida y bebida,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#ocas">Ocas [Andrés de Vega]</a></p>
Comida y Bebida,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#papa">papa [Cristóbal de Albornoz]</a></p>
Comida y bebida,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#papas">Papas [Andrés de Vega]</a></p>
Comida y bebida,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#papas ">papas  [Andrés de Vega]</a></p>
Construcción,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista20/#aposento">aposento [Cristóbal de Mena]</a></p>
Construcción,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista20/#bohío/bohíos">bohío/bohíos [Cristóbal de Mena]</a></p>
Construcción,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista20/#camino">camino [Cristóbal de Mena]</a></p>
Construcción,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#camino real">camino real [Andrés de Vega]</a></p>
Construcción,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#camino real / caminos reales">camino real / caminos reales [Cristóbal de Albornoz]</a></p>
Construcción,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#caminos">Caminos [Andrés de Vega]</a></p>
Construcción,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista20/#casa/casas">casa/casas [Cristóbal de Mena]</a></p>
Construcción,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#casa/casas">casa/casas [Pedro Sancho]</a></p>
Construcción,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista20/#fortaleza">fortaleza [Cristóbal de Mena]</a></p>
Construcción,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#fortaleza">fortaleza [Pedro Sancho]</a></p>
Construcción,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista20/#mezquita">mezquita [Cristóbal de Mena]</a></p>
Construcción,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#palacios">palacios [Pedro Sancho]</a></p>
Construcción,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista20/#real">real [Cristóbal de Mena]</a></p>
Construcción,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#tambo">Tambo [Andrés de Vega]</a></p>
Construcción,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#tambo">tambo [Cristóbal de Albornoz]</a></p>
Construcción,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#tambocancha">Tambocancha [Cristóbal de Albornoz]</a></p>
Construcción,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#templo/templos">templo/templos [Pedro Sancho]</a></p>
Construcción,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uzno/uznos">uzno/uznos [Cristóbal de Albornoz]</a></p>
Deidad,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pachacama/pachacamac'">Pachacama/Pachacamac' [Cristóbal de Albornoz]</a></p>
Deidad,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yllapa">yllapa [Cristóbal de Albornoz]</a></p>
Ecosistemas,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#andes">Andes [Cristóbal de Albornoz]</a></p>
Ecosistemas,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guaytara">Guaytara [Cristóbal de Albornoz]</a></p>
Ecosistemas,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ixitoc">Ixitoc [Cristóbal de Albornoz]</a></p>
Ecosistemas,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#puna">Puna [Andrés de Vega]</a></p>
Ecosistemas,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#razo">razo [Andrés de Vega]</a></p>
Ecosistemas,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#xalcas">xalcas [Andrés de Vega]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#acacana">Acacana [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#achapay">Achapay [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#anaguarque">Anaguarque [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ancouilca/ancovilca">Ancouilca/Ancovilca [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#angasquipi">Angasquipi [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#anta">Anta [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#apachita">apachita [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#apallisca">Apallisca [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#apocatiquillay">Apocatiquillay [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#apomalmagura">Apomalmagura [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#aporimac">Aporimac [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#aposauma">Aposauma [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#apotinia uiracocha">Apotinia uiracocha [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#auqui uscuntay">Auqui uscuntay [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#auqui/auquis">auqui/auquis [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ayaco">Ayaco [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#aycho">Aycho [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#aysauilca">Aysauilca [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#barasuybira">Barasuybira [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#callacalla">Callacalla [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#calondi">Calondi [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#camachico">camachico [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cantungui">Cantungui [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#caruachuco">Caruachuco [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chaca guanacauri">Chaca Guanacauri [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chauin">Chauin [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chinchero gauancoari">Chinchero gauancoari [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chunchucota">Chunchucota [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chuquimango">Chuquimango [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#concauilca">Concauilca [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#conchabamba">conchabamba [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#corcor">Corcor [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cotovla">Cotovla [Cristóbal de Albornoz]</a></p>
Elemento lítico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cucuvilca">Cucuvilca [Cristóbal de Albornoz]</a></p>
