Palabra	Texto	Folio	Página
Brasil	con ebidente raçon y bastante ynformaçion se puede entender y creer que los pobladores de nuestra España pudieron aportar a las partes del sur por el mar oçeano por las raçones ebidentes y de autoridad Çesarea Magestad estando toda la tierra firme que encomiença desde la Nuruega y corre la costa a La Florida y rio de Palmas y Nueba España, <i>Yucatan</i> y Honduras, <i>Nicaragua</i>, Desaguadero de <i>Nicaragua</i>, Deragua [sic por <i>Beragua</i>], Nonbre de Dios, <i>Senu</i>, Cartaxena, Rio Grande Santa Marta, <i>Tapiparaguna</i>, Cabo de la Bela, Golfo de Neçuela [sic por Nicuesa], <i>Coquiguacoa</i>, la isla de <i>Aruba</i>, Urazao [sic por <i>Curazao</i>], <i>Paguachoa</i>, Barequiçinleto [sic por <i>Barquisimeto</i>], <i>Tucuyo</i>, <i>Burburata</i>, <i>Maracapana</i>, la punta y cabo de <i>Araya</i> y de la buelta a la costa, <i>Auyapal</i>, <i>Marañon</i>, rios que dezienden del <i>Peru</i> y Nuebo Reyno y prosigue la costa al <b>Brasil</b> y al rio de la plata y va al estrecho de Magallanes y va adelante la costa hasta llegar a la espeçeria debajo del sol	42r	189
buio/buyo	Y el governador arremete a las andas del <i>Atabalipa</i> y tiene dellas reçiamente dando voçes y como Candia obiese soltado la artilleria, de temor que tubieron los <i>yndios</i> buelben uyendo y aprietanse con una pared del <i>tanvo</i> que ayna la derrivaran. Prendieronle al tirano y dioles de miedo mucha plata y oro que les yncho el <b>buio</b> del sol.	49v	204
buio/buyo	Un dia le vino nuebas como su hermano el <i>Guascar</i> lo trayan ya preso y beniendo aquel <i>señor</i> ya preso con aquel <i>Quizquiz</i> y <i>Calicuchima</i> de los <i>yndios</i> que yban desvaratados, supo como estava preso su hermano <i>Atabalipa</i> y como avia dado a los cristianos aquel <b>buyo</b> de oro y plata	49v	204
buio/buyo	dixo [Guascar] que si a el le davan el <i>señorio</i> de la tierra aquellos cristianos y aquel capitan, le ynchiria el <b>buio</b> grande de oro y plata … y como el <i>Quizquiz</i> fuese muy abisado, envio al <i>Calicuchima</i>, el otro <i>capitan</i> dixese aquello al <i>Atabalipa</i> que no lo entendiesen los cristianos	49v	204
Burburata	con ebidente raçon y bastante ynformaçion se puede entender y creer que los pobladores de nuestra España pudieron aportar a las partes del sur por el mar oçeano por las raçones ebidentes y de autoridad Çesarea Magestad estando toda la tierra firme que encomiença desde la Nuruega y corre la costa a La Florida y rio de Palmas y Nueba España, <i>Yucatan</i> y Honduras, <i>Nicaragua</i>, Desaguadero de <i>Nicaragua</i>, Deragua [sic por <i>Beragua</i>], Nonbre de Dios, <i>Senu</i>, Cartaxena, Rio Grande Santa Marta, <i>Tapiparaguna</i>, Cabo de la Bela, Golfo de Neçuela [sic por Nicuesa], <i>Coquiguacoa</i>, la isla de <i>Aruba</i>, Urazao [sic por <i>Curazao</i>], <i>Paguachoa</i>, Barequiçinleto [sic por <i>Barquisimeto</i>], <i>Tucuyo</i>, <b>Burburata</b>, <i>Maracapana</i>, la punta y cabo de <i>Araya</i> y de la buelta a la costa, <i>Auyapal</i>, <i>Marañon</i>, rios que dezienden del <i>Peru</i> y Nuebo Reyno y prosigue la costa al <i>Brasil</i> y al rio de la plata y va al estrecho de Magallanes y va adelante la costa hasta llegar a la espeçeria debajo del sol	42r	189
Cajamarca/Cajamaica	alçanse todos por Su Magestad porque en La Zarça se alço Mercadillo aunque dizen a dos voluntades y Diego de Mora y Truxillo y Gomez de Alvarado y <i>chachapoyas</i> y los vezinos del Guanaco [sic por <i>Guanuco</i>] se alçaron y se vinieron a juntar a <b>Cajamarca</b> con los <i>chachapoyanos</i> Gomez de Alvarado 	39r	183
Cajamarca/Cajamaica	De alli [Atabalipa] fue conquistando los <i>paltas</i> <i>Carrochanva</i> hasta que llego a <b>Cajamarca</b> y envio a los <i>chachapoyas</i> gente que la conquistasen o trogesen de paz	48v	202
Cajamarca/Cajamaica	Pudieronlo haçer a su salvo porque eran ya muerto sus tios. Estando en <b>Cajamarca</b>tubo notiçia [Atabalipa] que benian los christiaos y que benian en unas <i>llamas</i> que pensaron estos que eran obejas porque ellos no tenian notiçia de cavallos. 	49r	203
Cajamarca/Cajamaica	Llegaron los christianos a <b>Cajamarca</b> y pusieronse en el <i>tanbo real</i> y su artilleria en un asiento alto y <i>adoratorio</i>. Era Candia capitan del artilleria y el <i>Atabalipa</i> estava un poco mas adelante en otras <i>casas</i> con toda su gente 	49r	203
Cajamarca/Cajamaica	Pues abido y repartido el thesoro que en <b>Cajamarca</b> avido entre toda su gente y caballeros en la toma y muerte de <i>Atabalipa</i> fueronse el <i>camino real</i> hazia <i>Jauja</i> porque Diego de Agüero que fue a ver la tierra escrevio del thesoro que en Jausa [sic por <i>Jauja</i>] avia visto en el <i>adoratorio</i> de los <i>yndios</i> y llegado allí el governador [Francisco Pizarro] hizo sus partes de todo lo que allo y tomo y quiso fundar alli un <i>pueblo</i>...	15v	135
Cajamarca/Cajamaica	porque no le llevasen al <i>inga</i> Almagro al <i>Chile</i> porque entendio averle prometido el <i>inga</i> a Almagro mas cantidad de oro que lo que <i>Atabalipa</i> avia dado en <b>Cajamaica</b> y todo en texuelos de oro	17v	139
Calicuchima/Caricuchima	Un dia le vino nuebas como su hermano el <i>Guascar</i> lo trayan ya preso y beniendo aquel <i>señor</i> ya preso con aquel <i>Quizquiz</i> y <b>Calicuchima</b> de los <i>yndios</i> que yban desvaratados, supo como estava preso su hermano <i>Atabalipa</i> y como avia dado a los cristianos aquel <i>buyo</i> de oro y plata	49v	204
Calicuchima/Caricuchima	dixo [Guascar] que si a el le davan el <i>señorio</i> de la tierra aquellos cristianos y aquel capitan, le ynchiria el <i>buio</i> grande de oro y plata … y como el <i>Quizquiz</i> fuese muy abisado, envio al <b>Calicuchima</b>, el otro <i>capitan</i> dixese aquello al <i>Atabalipa</i> que no lo entendiesen los cristianos	49v	204
Calicuchima/Caricuchima	De alli [Atabalipa] envio al <i>Cuzco</i> dos <i>capitanes</i>, el uno  el <i>Quizquiz</i> y el otro <b>Caricuchima</b> y que tubiesen manera como prendiesen al - <i>Guascar</i> … y que sobornasen a los <i>señores</i> para haçer aquella bellaqueria y trayçion.	48v-49r	202-203
camayos	proveyo [el governador] que se pusiese guarda en los <i>ganados</i> y tubiesen <i>quenta y raçon</i> en lo que montiplicaban [sic] para dar al sol el diezmo y la lana que se trasquilase del <i>ganado</i> fuese guardada en <i>depositos</i> para el sol y los <i>depositos</i> para su misma persona y de sus mismos tributos estubiese por si como lo del sol y se pusiese <i>yndios</i> que lo mirasen y guardasen que se llamaban <b>camayos</b> del sol y <b>camayos</b> del <i>ynga</i> y <b>camayos</b> de los <i>tanbos reales</i>; puso <i>mayordomos</i> en las minas de oro y plata	45r	195
camino real/caminos reales	Pues abido y repartido el thesoro que en <i>Cajamarca</i> avido entre toda su gente y caballeros en la toma y muerte de <i>Atabalipa</i> fueronse el <b>camino real</b> hazia <i>Jauja</i> porque Diego de Agüero que fue a ver la tierra escrevio del thesoro que en Jausa [sic por <i>Jauja</i>] avia visto en el <i>adoratorio</i> de los <i>yndios</i> y llegado allí el governador [Francisco Pizarro] hizo sus partes de todo lo que allo y tomo y quiso fundar alli un <i>pueblo</i>...	15v	135
camino real/caminos reales	y a estos mudados les haçia servir en las <i>casas de los caminos reales</i> que los <i>yndios</i> les llamavan <i>mitayos</i>. Partio los terminos a las <i>provinçias</i> y a los valles y señaloles hasta a donde avian de adereçar el <b>camino real</b> y a cada <i>parçialidad</i> y <i>señor prinçipal</i> que en las <i>provinçias</i> avia por su cuenta y <i>quipo</i> quellos llamavan, hasta adonde avia de adereçar el <i>camino</i> cada <i>parçialidad</i>	43v	192
camino real/caminos reales	que Su Magestad mande poblar la tierra, dar a los que lo meresçieren y que aya alguaziles por los <i>tanbos</i> y <i>casas</i> del <b>camino real</b> que los anpare y faboresca para que bendan sus aziendas y comidas y alpargatas y otras cosas a los que pasaren por los <i>caminos</i>	50v	206
camino real/caminos reales	y firienronle [sic por hirieronle] al governador Benalcazar y al desdichado caballero visorrey. De las heridas que le dieron fue a caer cabo el <b>camino real</b> de <i>Guanacava</i> zerca de un charco de agua. Vuscandole, el liçençiado Caravajal le allo alli y le mando cortar la cabeça y llevar al rollo a <i>Quito</i> y ponerla alli menospreçiando a Su Magestad y su real nonbre, que alli fueron peladas sus barbas... llebadas a la <i>çiudad</i> de Los Reyes en menospreçio de la corona de Su Magestad	37r	178
camino real/caminos reales	como le deçian los <i>governadores</i> que avian muchas heredades que no llevavan fruto por falta de agua, haçeles y da endustria que saquen agua de los rios por azequias que nosotros llamamos arbanares y azeles yr dos leguas y una legua hasta que alcanze aquellas tierras con el agua y puesto todo esto en orden haceles que cada <i>parzelidad</i> tenga quenta de aderezar aquellas azequias si en los ynbiernos fortuytos las rompieran las aguas cada uno aderezase lo que le cupiese y de los <b>caminos reales</b> por el consiguiente y los <i>depositos</i> estubiesen aderezados y cubijados porque las aguas no los moxase en el ynbierno y los <i>tanvos reales</i> por el consiguiente estubiesen cubijados y adereçados por aquellos <i>prinçipales</i> y <i>mitimaes</i> mudados que arriba ba dicho y declarado.	44v	194
camino real/caminos reales	Puso otra orden [el governador] y mando que se pusiesen por los <b>caminos reales</b> de trecho a trecho como dos tiros de arcabuz unas casillas [sic por <i>chaski wasi</i>] a do estubiese un <i>indio</i> para portador de cartas y queste <i>yndio</i> o <i>indios</i> de la <i>probinçia</i> o <i>probinçias</i> estubiesen sienpre aunque estubiesen en despoblados para llebar mensaxe hasta el cavo del <i>reyno</i> de lo que el mandase y proveyese	44v	194
camino/caminos	y ansi se fueron haçia <i>Guamanga</i> con toda su gente y se puso dos leguas de la otra banda del <i>pueblo</i> asento real en un asiento que se dize <i>Chupas</i> saliose don Diego del <i>Cuzco</i> con toda su gente e hiçose capitan general Juan Balsa. Tardose mucho en el <b>camino</b> porque se avian hecho unos quatro o çinco tiros que oy dia estan en el <i>Cuzco</i> y vinieronse hasta <i>Bilcas</i>	32r	168
camino/caminos	y a estos mudados les haçia servir en las <i>casas de los caminos reales</i> que los <i>yndios</i> les llamavan <i>mitayos</i>. Partio los terminos a las <i>provinçias</i> y a los valles y señaloles hasta a donde avian de adereçar el <i>camino real</i> y a cada <i>parçialidad</i> y <i>señor prinçipal</i> que en las <i>provinçias</i> avia por su cuenta y <i>quipo</i> quellos llamavan, hasta adonde avia de adereçar el <b>camino</b> cada <i>parçialidad</i>	43v	192
camino/caminos	y esto asi ordenado fuese por su <b>camino</b> y alcanço a su gente en <i>Andaguaylas</i> y dase muy gran prisa a caminar y llegado a la <i>provinçia</i> - de <i>Xauxa</i> envio un <i>capitan</i> con mucha gente que fuese a <i>sacrificar</i> [a] la <i>guaca</i> de <i>Pachacama</i> y si de oro y plata que le ofreçiese 	46v-47r	198-199
camino/caminos	y al que le cupiese y pertenesçiese aderezar el <b>camino</b> lo tubiese adereçado y los <i>tanbos reales</i> y <i>casas de los caminos reales</i> estubiesen adereçados y proveydos de manera que todos tubiesen <i>justiçia y raçon</i>	46r	197
camino/caminos	tenian noticias ser muerto el governador Piçarro y tomada toda la tierra de los <i>naturales<i> y tomando <i>lengua de los yndios</i> para bolverse por los llanos por no bolver por los puertos de niebe y sierras por donde avia ydo tuvo muy grande ardi [sic] a la buelta que sabido aver poca agua por los <b>caminos</b> embio <i>yndios</i> con españoles que abriesen los poços / del agua y encamina su gente de doze en doze con su servicio por que fuesen proueidos de agua porque el quiso quedarse en <i>Chile</i> con alguna gente	20v-21r	145-146
camino/caminos	Envio [Gonçalo Piçarro] al tirano Carabajal haçia el <i>Cuzco</i>. Fuese haçiendo gente por los llanos. Hiço tantos agravios aquel tirano por los <b>caminos</b> rovando yeguas y cavallos a muchos soldados y a los que no se los querian dar los matava y llegado este tirano al <i>Cuzco</i> mato a un Herbaez, vezino y a un Çetiel y a un Aldana y a otro criado del adelantado Almagro. Hiço gente en el <i>Cuzco</i> y de la haçienda de aquellos que [en] el <i>Quito</i> robo, pago los soldados que hiço. Fuese la vuelta del <i>Collao</i> con toda aquella gente y del <b>camino</b> unas cartas de yndustria con firmas de Diego Çenteno que avia desbaratado a Caravajal y que se venia al <i>Cuzco</i>. Por saver [a]quel tirano la yndinaçion de los del <i>Cuzco</i> hiço este ardid y engaño.	37v	179
camino/caminos	Salio el presidente [Gasca] de <i>Tunbez</i>. Se bino haçia San Miguel y de alli se bino a los terminos de Truxillo y por el <b>camino</b> de <i>Zaña</i> encamino toda la gente haçia <i>Caxamarca</i> y se bino el a Truxillo	39v	184
camino/caminos	y enbiaron a llamar al <i>señor</i> de <i>La Puna</i> y benidos que fueron se fueron con ellos en valsas y abajado Guirynacava [sic por <i>Guaynacava</i>] a la ysla y el <i>Guaynacava</i> se abajo al paso y [tomo] presos algunos <i>señores</i> de los <i>chunos</i> y <i>guancavelicas</i>. Los hizo matar y puso otros en su lugar; como todos le diesen obediençia, se torno a subir a los <b>cam[inos]</b>.	47r	199
camino/caminos	que Su Magestad mande poblar la tierra, dar a los que lo meresçieren y que aya alguaziles por los <i>tanbos</i> y <b>casas</b> del <i>camino real</i> que los anpare y faboresca para que bendan sus aziendas y comidas y alpargatas y otras cosas a los que pasaren por los <b>caminos</b>	50v	206
camino/caminos	dibio [sic por debio] de ser verdad porque <i>señoreo</i> por amor y temor y tubo en mucha raçon todos los <i>naturales</i> e hizo <b>caminos</b> por la sierra y por los valles y por los llanos y si avia menester escaleras de piedras las haçia en todos estos terminos y longura de tierra arriba ... haçiendo calzadas cortando peñas de manera que todo quedase ygual que fue cosa dina de entender y ber y saber y no ubo <i>señor</i> en el mundo 	43r	191
camino/caminos	teniendo <i>quenta</i> [el señor que los governava] en los <i>yndios</i> que avia para dar tributos enviava <i>yngas</i> de sus <i>capitanes</i> los mas viejos para que tubiesen <i>quenta y raçon</i> en las heredades y tierras y se las repartio a cada uno de los <i>yndios</i> y dexo tierras para serviçio de los <i>tanbos reales</i> que son <i>casas</i> que estan por los <b>caminos</b> en cada <i>provinçia</i>. 	44r	193
camino/caminos	como tubiesen <i>governadores</i> por las <i>provinçias</i> <i>yngas</i> que los governasen y no tubiese adereçado los <b>caminos</b> o los <i>depositos</i> o las azequias y estas <i>postas</i> puestas conforme a la orden que les puso, mandava espresamente que lo matasen al que no lo tubiese aderezado y echo... y mando y puso que donde ubiese minas de oro o plata que los <i>yndios</i> que no eran para susten - tar casa aquellos las labrasen y fuesen enpuestos a undir [sic por fundir] el metal a su usanza y despues los plateros lo afilasen. 	44v-45r	194-195
camotes	en las sierras ay otra orden que en los llanos, que los <i>yndios</i> que texen e ylan e haçen ropa llaman <i>cunbicos</i> que nosotros llamamos texedores y a las <i>mugeres</i> les haçia trabajar y azer comidas y senbrar sus legunbres, <i>papas</i>, <i>mayz</i> o la <i>quinoa</i>, <b>camotes</b> que en Santo Domingo llamavan <i>vatatas</i>, calavazas que en otra parte les llaman <i>auyamas</i>	43v	192
cañares	y el caminó y se fue la buelta de los <i>guambos</i> <i>Guancabanba</i> y se fue haçia los <i>paltas</i> y los <i>capitanes</i> que por los llanos venian se subieron por <i>Caxas</i> y los enbio que fuesen haçia <i>Carrochanbo</i> y se bajasen a <i>Tunbez</i> y  el se fue a bajar por los <i>morletudos</i> questan como los canales [sic por <b>cañares</b>]	47r	199
